"Carimbo de data/hora","1 - Qual o seu RA?","2 - Qual o seu curso?","3 - Qual o período em que cursa?","4 - Qual o estado do Brasil em que você nasceu?","5 - Qual a sua cidade de residência?","6 - Qual o seu gênero?","7 - Qual a sua data de nascimento?","8 - Qual é o seu estado civil?","9 - Você é portador de alguma necessidade especial?","10 - Quantos filhos você têm?","11 - Com quem você mora atualmente?","12- Quantas pessoas, incluindo você, moram no seu domicílio?","13 - Qual a situação do domicílio onde mora?","14 - Há quanto tempo você mora neste domicílio?","15 - Qual a faixa de renda mensal da sua família (em Salários Mínimos)?","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Televisores]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Video cassete e/ou DVD]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Rádio]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Automóveis]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Motocicleta]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Celular comum]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Smartphone]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Microcomputador de mesa]","16 - Quantos de cada um dos itens abaixo há em seu domicílio? [Notebook]","17 - Em seu domicílio você possui: [Telefone]","17 - Em seu domicílio você possui: [Internet]","17 - Em seu domicílio você possui: [TV por assinatura]","17 - Em seu domicílio você possui: [Empregada Mensalista]","18.1 - Vamos tratar sobre trabalho agora: [Você trabalha?]","18.2 - Qual é o seu vinculo com o emprego?","18.3 - Qual a área do seu trabalho?","18.4 - Qual seu horário de trabalho?","19 - Você tem plano de saúde privado?","20.1 - Vamos considerar a escolaridade da família. Qual a escolaridade da sua mãe?","20.2 - E qual a escolaridade do seu pai?","21 - Na sua vida escolar você estudou?","22.1 -  Vamos tratar sobre uso de microcomputadores? [Com que frequência você utiliza microcomputadores ]","22.2 - Onde você utiliza microcomputadores? [Em casa]","22.2 - Onde você utiliza microcomputadores? [No trabalho]","22.2 - Onde você utiliza microcomputadores? [Na escola]","22.2 - Onde você utiliza microcomputadores? [Em outros lugares]","22.3 - Com qual finalidade você utiliza  microcomputadores? [Para trabalhos profissionais]","22.3 - Com qual finalidade você utiliza  microcomputadores? [Para trabalhos escolares]","22.3 - Com qual finalidade você utiliza  microcomputadores? [Para entretenimento]","22.3 - Com qual finalidade você utiliza  microcomputadores? [Para comunicação por e-mail]","22.3 - Com qual finalidade você utiliza  microcomputadores? [Para operações bancárias]","22.3 - Com qual finalidade você utiliza  microcomputadores? [Para Compras eletrônicas]","23 - Como você classifica  seu conhecimento em  informática?","24 - Qual o seu conhecimento em relações aos aplicativos a seguir?   [Windows]","24 - Qual o seu conhecimento em relações aos aplicativos a seguir?   [Linux]","24 - Qual o seu conhecimento em relações aos aplicativos a seguir?   [Editores de textos (Word, Writer, etc.)]","24 - Qual o seu conhecimento em relações aos aplicativos a seguir?   [ Planilhas eletrônicas (Excel, Calc, etc.)]","24 - Qual o seu conhecimento em relações aos aplicativos a seguir?   [Apresentadores (PowerPoint, Impress, Prezzi, etc.)]","24 - Qual o seu conhecimento em relações aos aplicativos a seguir?   [Sistemas de Gestão Empresarial]","25 -  Agora, considere seu conhecimento sobre idioma: [Inglês]","25 -  Agora, considere seu conhecimento sobre idioma: [Espanhol]","25 -  Agora, considere seu conhecimento sobre idioma: [Outros idiomas]","26 - Considere a busca por informações nos seguintes meios de comunicação: [TV]","26 - Considere a busca por informações nos seguintes meios de comunicação: [Internet]","26 - Considere a busca por informações nos seguintes meios de comunicação: [Revista]","26 - Considere a busca por informações nos seguintes meios de comunicação: [Rádio]","26 - Considere a busca por informações nos seguintes meios de comunicação: [Redes sociais]","26 - Considere a busca por informações nos seguintes meios de comunicação: [Conversa com amigos]","27 -  Com qual frequência você lê jornais?","28 - Se você lê jornal, quais os assuntos que mais lê?","29 - Não considerando os livros escolares, quantos livros você lê por ano (em média)?","30 - Se você lê livros literários, qual gênero preferido?","31 - Você dedica parte do seu tempo para atividades voluntárias?","32 - Qual religião você professa?","33 - Quais fontes de entretenimento cultural você usa?","34 - Estamos quase acabando... Como conheceu a FATEC Franca?","35 - Porque você escolheu este curso?","36 - Qual sua maior expectativa quanto ao curso?","37 - Qual sua expectativa após se formar?","38 - Você já estudou nesta instituição?","39 - Você fez algum curso técnico?","40 - Qual o meio de transporte você usa para vir à faculdade?","41 - Escreva em algumas linhas sobre sua história e seus sonhos de vida."
"2020/03/10 8:48:37 PM GMT-3","1090481921014","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","1993-09-16","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","2","Alugado","Menos de 1 ano.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","0","0","1","1","0","2","0","2","Não","Sim","Não","Não","Sim","Sou estagiário","Trabalho na área do curso","Tarde e noite","Tenho e é um plano individual","Ensino superior","Ensino superior","A maior parte em escola pública","Sempre","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Alto","Alto","Intermediário","Alto","Alto","Intermediário","Nenhum","Leio, escrevo e falo fluentemente","Leio e escrevo mas não falo","Leio e escrevo mas não falo","Nunca","Sempre","Às vezes","Nunca","Nunca","Muito","Não leio","Não leio jornal","Mais de 10","Outros","Não","Nenhuma","Filmes na internet;Literatura;Música;Viagens","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Conquistar vaga em empresa privada","Não","Sim, em uma ETEC","Carro","Graduado em Ciências Sociais e mestre em antropologia social pela UFSCar, mudei de área para melhores condições financeiras e constituir meu ""sonho de vida"": uma vida tranquila, em contato com a natureza, com estabilidade financeira e social."
"2020/03/10 11:22:10 PM GMT-3","1090481921047","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Feminino","1993-12-29","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","4","Financiado","Entre 3 e 5 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","1","0","1","0","0","3","1","1","Não","Sim","Sim","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Não tenho, uso o SUS","Ensino Fundamental ll (6º ao 9º anos)","Ensino Fundamental ll (6º ao 9º anos)","Sempre em escola pública","Muito","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Não","Não","Intermediário","Intermediário","Nenhum","Intermediário","Intermediário","Baixo","Baixo","Leio, mas não escrevo nem falo","Leio, mas não escrevo nem falo","Praticamente nulo","Nunca","Sempre","Pouco","Nunca","Às vezes","Sempre","Raramente","Todos os assuntos","Mais de 10","Policial","Não","Católica","Filmes na internet;Literatura","Pelo Facebook","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Prestar concurso público","Não","Não fiz","Ônibus","pretendo conquistar um bom emprego futuramente"
"2020/03/10 11:40:55 PM GMT-3","1090481921021","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Feminino","2001-06-13","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","4","Próprio","Mais de 10 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","2","1","1","2","1","0","4 ou mais","2","0","Sim","Sim","Sim","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Não tenho, uso o SUS","Ensino Médio","Ensino superior","Sempre em escola particular com bolsa","Sempre","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Intermediário","Intermediário","Baixo","Alto","Alto","Alto","Baixo","Leio, escrevo e falo fluentemente","Leio, mas não escrevo nem falo","Praticamente nulo","Nunca","Muito","Pouco","Pouco","Pouco","Muito","Raramente","Notícias locais;Notícias nacionais;Notícias internacional;Lazer, arte e cultura","Até 2","Aventura","Não","Evangélica","Cinema;Filmes na internet;Música","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Prestar concurso público","Não","Não fiz","Carro","Sempre vivi em Franca e não conheço muito de fora da cidade. Estou entrando nesta área com a esperança de poder ter um emprego estável e com boa remuneração. Ser capaz de viver com conforto, viajar, conhecer coisas e pessoas novas. Ter dinheiro para comprar videogames, consoles e computadores de qualidade. E passar tempo com a família e amigos."
"2020/03/11 8:54:29 AM GMT-3","1090481923042","Análise e Desenvolvimento de Sistemas (ADS)","Noturno","São Paulo (SP)","Franca","Masculino","1996-05-13","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","3","Próprio","Entre 5 e 10 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","0","1","1","1","0","3","1","1","Sim","Sim","Sim","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Tenho e é um plano familiar","Ensino Médio","Ensino Fundamental ll (6º ao 9º anos)","A maior parte em escola particular paga pela família","Sempre","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Alto","Alto","Nenhum","Baixo","Baixo","Nenhum","Alto","Leio, escrevo e falo razoavelmente","Leio e escrevo mas não falo","Praticamente nulo","Nunca","Sempre","Nunca","Nunca","Às vezes","Às vezes","Algumas vezes por semana","Notícias locais;Notícias nacionais;Notícias internacional;Classificados","Nenhum","Não leio","Não","Nenhuma","Cinema;Filmes na internet;Música;Viagens","Indicação de familiar/amigo","Minha vocação é seguir esta carreira","Obter novos conhecimentos","Conquistar vaga em empresa privada","Não","Não fiz","Carro","Nasci em Franca, cresci e me formei como adulto no interior de Goiás. Sinto saudades da cidade calma e pacata, mas as oportunidades de trabalhar com o que gosto não estão lá. Sonho em trabalhar no ramo de TI e de principalmente produzir e desenvolver softwares que eu me sentisse realizado e confortável em usar."
"2020/03/11 8:57:47 AM GMT-3","1090481923044","Análise e Desenvolvimento de Sistemas (ADS)","Noturno","São Paulo (SP)","Franca","Masculino","1999-02-01","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","4","Próprio","Mais de 10 anos.","Mais que 5 até 10 SM (R$ 5.225,01- R$ 10.450,00)","1","0","1","3","0","0","3","2","2","Sim","Sim","Não","Não","Sim","Sou registrado em empresa prestadora de serviço","Trabalho na área do curso","Manhã e tarde","Tenho e é pago integralmente pela empresa","Ensino Médio","Ensino Médio","Sempre em escola pública","Pouco","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Intermediário","Baixo","Nenhum","Baixo","Baixo","Baixo","Baixo","Leio, mas não escrevo nem falo","Leio, mas não escrevo nem falo","Praticamente nulo","Às vezes","Muito","Nunca","Pouco","Muito","Muito","Raramente","Todos os assuntos","Até 2","Ficção","Não","Nenhuma","Cinema;Filmes na internet;Música;TV","Indicação de familiar/amigo","Este curso forma profissionais que são bem remunerados","Obter competências para exercício de uma profissão","Melhorar cargo e salário na empresa que trabalho","Não","Não fiz","Carro","Meu sonhos se consistem em um realização pessoal e profissional, onde eu consiga exercer o que eu gosto e sei fazer, de forma que eu não necessite realizar algum trabalho em alguma área que não seja do meu agrado. "
"2020/03/11 9:43:20 AM GMT-3","1090481811001","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Cristais Paulista","Masculino","2020-03-11","Casado(a) ou União Estável","Nenhuma;Auditiva;de Fala","3","Com esposa(o) e(ou) filhos","4","Alugado","Mais de 10 anos.","Mais que 5 até 10 SM (R$ 5.225,01- R$ 10.450,00)","1","1","2","2","0","1","3","0","3","Sim","Sim","Não","Não","Sim","Sou empresário","Trabalho na área do curso","Manhã e noite","Tenho e é pago parcialmente pela empresa","Ensino superior","Pós-Graduação","A maior parte em escola pública","Sempre","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Avançado","Avançado","Avançado","Avançado","Avançado","Avançado","Avançado","Leio, escrevo e falo fluentemente","Leio, mas não escrevo nem falo","Praticamente nulo","Muito","Sempre","Muito","Nunca","Às vezes","Às vezes","Raramente","Notícias locais;Notícias nacionais;Notícias internacional;Lazer, arte e cultura","Mais de 10","Romance","Sim","Outra","Filmes na internet;Literatura;Música;Teatro;TV;Viagens","Indicação de familiar/amigo","Minha vocação é seguir esta carreira","Obter novos conhecimentos","Ingressar na carreira acadêmica","Não","Não fiz","Carro","Meu sonho é poder dedicar mais do meu tempo aos estudos e à leitura"
"2020/03/11 10:03:14 AM GMT-3","1090481921005","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","Rondônia (RO)","Franca","Feminino","1988-06-23","Solteiro(a)","Nenhuma","0","Sozinho","1","Alugado","Menos de 1 ano.","Até 2 SM (R$2.090,00)","1","0","0","1","0","0","1","0","1","Não","Sim","Não","Não","Sim","Sou autonomo","Trabalho fora da área do curso","Tarde","Tenho e é um plano individual","Ensino Médio","Ensino superior","A maior parte em escola particular paga pela família","Sempre","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Alto","Alto","Nenhum","Alto","Intermediário","Intermediário","Baixo","Leio, escrevo e falo razoavelmente","Leio, escrevo e falo razoavelmente","Praticamente nulo","Muito","Sempre","Pouco","Pouco","Muito","Muito","Algumas vezes por semana","Notícias nacionais;Notícias internacional","Até 2","Ficção","Não","Nenhuma","Filmes na internet;Música;TV;Viagens","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Abrir meu próprio negócio","Não","Não fiz","Carro","Sou formada em direita e ainda trabalho como advogada. Pretendo mudar de área e trabalhar com desenvolvimento de sistemas."
"2020/03/11 10:07:07 AM GMT-3","1090481921049","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","1997-12-03","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","5","Próprio","Entre 1 e 3 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","3","0","0","2","0","0","4 ou mais","0","1","Não","Sim","Não","Não","Sim","Sou registrado em empresa prestadora de serviço","Trabalho fora da área do curso","Tarde","Não tenho, uso o SUS","Ensino Médio","Ensino superior","A maior parte em escola pública","Sempre","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Baixo","Baixo","Nenhum","Baixo","Baixo","Baixo","Intermediário","Leio, mas não escrevo nem falo","Leio, mas não escrevo nem falo","Leio, mas não escrevo nem falo","Nunca","Sempre","Nunca","Nunca","Pouco","Muito","Raramente","Esporte","Até 2","Ficção","Não","Espírita","Cinema;Filmes na internet;Literatura;Música;Teatro;Viagens","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Conquistar vaga em empresa privada","Não","Sim, no SENAI","Carro","Quero ter um emprego bom com essas faculdade "
"2020/03/11 10:07:56 AM GMT-3","1090481923011","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Feminino","1964-02-10","Casado(a) ou União Estável","Nenhuma","1","Com esposa(o) e(ou) filhos","2","Financiado","Mais de 10 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","0","1","1","0","0","2","0","1","Sim","Sim","Não","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Tenho e é pago parcialmente pela empresa","Ensino Fundamental l (1º ao 5º anos)","Ensino Fundamental ll (6º ao 9º anos)","Sempre em escola pública","Sempre","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Intermediário","Alto","Nenhum","Alto","Avançado","Alto","Alto","Praticamente nulo","Leio, mas não escrevo nem falo","Praticamente nulo","Muito","Muito","Nunca","Pouco","Muito","Às vezes","Raramente","Todos os assuntos","De 3 até 6","Romance","Não","Católica","Cinema;Filmes na internet;Literatura;TV;Viagens","Pelo Facebook","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Outra expectativa","Não","Não fiz","Carro","Trabalhei como professora na secretaria da educação do estado de São Paulo, atualmente estou aposentada e pretendo completar renda trabalho como analista e programadora, como freelance em casa."
"2020/03/11 10:10:09 AM GMT-3","1090481921034","Análise e Desenvolvimento de Sistemas (ADS)","Noturno","São Paulo (SP)","Franca","Masculino","1988-11-28","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","5","Próprio","Mais de 10 anos.","Mais que 5 até 10 SM (R$ 5.225,01- R$ 10.450,00)","1","1","0","2","0","0","4 ou mais","0","1","Sim","Sim","Não","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Não tenho, uso o SUS","Ensino Fundamental ll (6º ao 9º anos)","Ensino Médio","Sempre em escola pública","Sempre","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Avançado","Avançado","Baixo","Avançado","Avançado","Avançado","Intermediário","Leio e escrevo mas não falo","Leio e escrevo mas não falo","Praticamente nulo","Pouco","Sempre","Nunca","Nunca","Muito","Sempre","Diariamente","Notícias nacionais;Notícias internacional;Esporte;Lazer, arte e cultura","De 3 até 6","Biografia","Não","Outra","Cinema;Filmes na internet;Literatura;Música;Teatro","Indicação de familiar/amigo","Este curso forma profissionais que são bem remunerados","Obter competências para exercício de uma profissão","Conquistar vaga em empresa privada","Não","Não fiz","Bicicleta","Tenho o sonho de conseguir minha estabilidade financeira."
"2020/03/11 10:11:34 AM GMT-3","1090481921043","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","2001-09-20","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","4","Próprio","Mais de 10 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","4 ou mais","0","0","2","1","0","4 ou mais","1","3","Não","Sim","Não","Não","Sim","Sou registrado no comércio","Trabalho fora da área do curso","Tarde e noite","Tenho e é um plano individual","Ensino Fundamental ll (6º ao 9º anos)","Ensino superior","Sempre em escola pública","Às vezes","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Alto","Alto","Baixo","Alto","Alto","Alto","Baixo","Leio e escrevo mas não falo","Praticamente nulo","Praticamente nulo","Muito","Sempre","Nunca","Pouco","Muito","Muito","Não leio","Não leio jornal","Nenhum","Não leio","Não","Evangélica","Cinema;Filmes na internet;Música;TV","Propaganda na escola que estudava","É um curso bem conceituado na região","Obter competências para exercício de uma profissão","Conquistar vaga em empresa privada","Sim","Sim, em uma ETEC","Carro","ganhar dinheiro e ter uma vida boa!"
"2020/03/11 10:12:31 AM GMT-3","1090481921044","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Feminino","1993-09-01","Casado(a) ou União Estável","Nenhuma","0","Com esposa(o) e(ou) filhos","2","Alugado","Menos de 1 ano.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","0","1","1","0","2","2","1","2","Não","Sim","Não","Não","Sim","Sou autonomo","Trabalho na área do curso","Tarde e noite","Não tenho, uso o SUS","Ensino Fundamental l (1º ao 5º anos)","Ensino Médio","Sempre em escola pública","Sempre","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Intermediário","Alto","Baixo","Alto","Alto","Alto","Alto","Leio, mas não escrevo nem falo","Praticamente nulo","Praticamente nulo","Pouco","Muito","Pouco","Muito","Muito","Muito","Somente aos domingos","Notícias locais;Notícias nacionais;Notícias internacional;Lazer, arte e cultura;Notícias Policiais;Sociais","De 3 até 6","Autoajuda","Não","Católica","Cinema;Filmes na internet;Música","Indicação de familiar/amigo","Porque já trabalho na área","Obter competências para exercício de uma profissão","Outra expectativa","Não","Sim, em uma ETEC","Carro"," - Pretendo aumentar meus ganhos, conseguir uma estabilidade financeira.
 - Fazer uma especialização."
"2020/03/11 10:14:19 AM GMT-3","1090481921038","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","2001-05-22","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","5","Próprio","Mais de 10 anos.","Mais que 5 até 10 SM (R$ 5.225,01- R$ 10.450,00)","3","2","2","2","0","0","4 ou mais","0","2","Sim","Sim","Sim","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Não tenho, uso o SUS","Ensino superior","Ensino superior","Sempre em escola pública","Muito","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Intermediário","Alto","Baixo","Intermediário","Intermediário","Intermediário","Baixo","Leio, escrevo e falo razoavelmente","Praticamente nulo","Praticamente nulo","Pouco","Muito","Às vezes","Pouco","Às vezes","Às vezes","Raramente","Todos os assuntos","De 3 até 6","Ficção","Não","Espírita","Cinema;Exposições de arte;Filmes na internet;Literatura;Museus;Música;Teatro;Viagens","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Conquistar vaga em empresa privada","Não","Não fiz","Bicicleta","-Tenho 18 anos de idade, pretendi me formar e ingressar em uma grande empresa privada."
"2020/03/11 10:17:50 AM GMT-3","1090481921030","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","1998-03-05","Solteiro(a)","Nenhuma","0","Com esposa(o) e(ou) filhos","2","Alugado","Menos de 1 ano.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","0","0","1","0","0","2","0","1","Não","Sim","Não","Não","Sim","Sou registrado em empresa prestadora de serviço","Trabalho fora da área do curso","Tarde e noite","Não tenho, uso o SUS","Ensino Fundamental ll (6º ao 9º anos)","Ensino Fundamental l (1º ao 5º anos)","Sempre em escola pública","Sempre","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Alto","Alto","Intermediário","Avançado","Avançado","Avançado","Baixo","Leio, escrevo e falo razoavelmente","Leio, escrevo e falo razoavelmente","Praticamente nulo","Nunca","Sempre","Nunca","Nunca","Sempre","Sempre","Não leio","Não leio jornal","De 3 até 6","Ficção","Não","Nenhuma","Cinema;Filmes na internet;Literatura;Música;TV","Indicação de familiar/amigo","Minha vocação é seguir esta carreira","Obter novos conhecimentos","Conquistar vaga em empresa privada","Sim","Sim, em uma ETEC","Carro","Sempre tive facilidade com tecnologia, espero conseguir conquistar o meu espaço e inovar na área"
"2020/03/11 10:22:20 AM GMT-3","1090481921035","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","1996-09-13","Solteiro(a)","Nenhuma","0","Sozinho","1","Alugado","Entre 1 e 3 anos.","Mais que 5 até 10 SM (R$ 5.225,01- R$ 10.450,00)","2","0","0","1","0","0","2","1","1","Não","Sim","Não","Sim","Sim","Sou registrado em empresa prestadora de serviço","Trabalho fora da área do curso","Tarde e noite","Tenho e é pago parcialmente pela empresa","Ensino Médio","Ensino Médio","A maior parte em escola pública","Sempre","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Alto","Alto","Baixo","Alto","Alto","Alto","Intermediário","Leio, escrevo e falo razoavelmente","Leio, mas não escrevo nem falo","Praticamente nulo","Às vezes","Sempre","Pouco","Às vezes","Muito","Muito","Diariamente","Todos os assuntos;Notícias nacionais;Notícias internacional;Esporte","De 3 até 6","Outros","Sim","Nenhuma","Cinema;Filmes na internet;Música;Teatro;Viagens","Indicação de familiar/amigo","Este curso forma profissionais que são bem remunerados","Obter novos conhecimentos","Abrir meu próprio negócio","Não","Não fiz","Carro","Sou de SP Capital, morava em São Carlos e vim transferido para Franca pelo minha empresa. Entrei na empresa como aprendiz e fui promovido 3 vezes desde então. Não tenho familiares próximos, moro com meu shitzu. Tenho perspectivar de prestar serviços como Freelancer com os conhecimentos do curso, até ter musculatura formada para criar minha empresa."
"2020/03/11 10:24:43 AM GMT-3","1090481921024","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Masculino","2001-02-20","Solteiro(a)","Visual","0","Com pais e(ou) parentes","3","Próprio","Mais de 10 anos.","Até 2 SM (R$2.090,00)","0","0","1","0","0","0","2","1","1","Não","Sim","Não","Não","Sim","Sou registrado no comércio","Trabalho fora da área do curso","Tarde e noite","Não tenho, uso o SUS","Ensino Médio","Ensino Médio","Sempre em escola pública","Sempre","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Alto","Alto","Nenhum","Alto","Alto","Intermediário","Nenhum","Leio, escrevo e falo razoavelmente","Leio, escrevo e falo razoavelmente","Praticamente nulo","Pouco","Sempre","Pouco","Nunca","Muito","Muito","Não leio","Não leio jornal","Nenhum","Não leio","Não","Nenhuma","Cinema;Filmes na internet;Música;TV","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Obter competências para exercício de uma profissão","Melhorar cargo e salário na empresa que trabalho","Não","Não fiz","Ônibus","Venho de família simples e busco me formar e melhorar meus conhecimentos, para exercer minha profissão com qualidade e trazer auxílio a minha família."
"2020/03/11 11:15:04 AM GMT-3","1090481921040","Análise e Desenvolvimento de Sistemas (ADS)","Matutino","São Paulo (SP)","Franca","Não sei responder","1996-11-11","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","4","Próprio","Mais de 10 anos.","Prefiro não responder","1","0","1","2","0","0","4 ou mais","1","1","Não","Sim","Não","Não","Não","Não Trabalho","Não trabalho","Não trabalho","Não tenho, uso o SUS","Ensino Fundamental ll (6º ao 9º anos)","Ensino Fundamental l (1º ao 5º anos)","Sempre em escola pública","Sempre","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Alto","Alto","Intermediário","Intermediário","Alto","Alto","Baixo","Leio e escrevo mas não falo","Leio, escrevo e falo razoavelmente","Praticamente nulo","Nunca","Sempre","Às vezes","Pouco","Muito","Às vezes","Não leio","Não leio jornal","Até 2","Autoajuda","Não","Espírita","Cinema;Filmes na internet;Música;TV","Indicação de familiar/amigo","Minha vocação é seguir esta carreira","Obter competências para exercício de uma profissão","Abrir meu próprio negócio","Não","Sim, em uma ETEC","Carro","Pretendo me aperfeiçoar como programador/desenvolvedor, e abrir meu próprio negócio."
"2020/03/11 9:54:11 PM GMT-3","1090481923053","Análise e Desenvolvimento de Sistemas (ADS)","Noturno","São Paulo (SP)","Franca","Masculino","2001-09-17","Solteiro(a)","Nenhuma","0","Com pais e(ou) parentes","3","Próprio","Entre 1 e 3 anos.","Mais que 2 até 5 SM (R$ 2.090,01- R$ 5.225,00)","1","0","1","1","1","0","3","1","1","Sim","Sim","Não","Não","Sim","Sou registrado em empresa prestadora de serviço","Trabalho fora da área do curso","Manhã e tarde","Tenho e é um plano familiar","Pós-Graduação","Ensino Médio","Sempre em escola pública","Às vezes","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Baixo","Baixo","Nenhum","Intermediário","Intermediário","Intermediário","Baixo","Leio, escrevo e falo razoavelmente","Praticamente nulo","Praticamente nulo","Nunca","Sempre","Pouco","Nunca","Às vezes","Muito","Não leio","Não leio jornal","Nenhum","Não leio","Não","Nenhuma","Cinema;Exposições de arte;Filmes na internet;Museus;Música;Teatro;Viagens","Indicação de familiar/amigo","Este curso forma profissionais facilmente absorvidos pelo mercado","Não tenho expectativa alguma","Nenhuma expectativa","Não","Sim, em uma ETEC","Carona","Trabalhar em algo que eu goste e ser reconhecido por isso."
